idiom,count
would it hurt,14
would it kill you,14
would you be so kind as to,14
would you believe it,14
"woulda, coulda, shoulda",14
written all over someone's face,14
wrong number,14
you can't pour from an empty cup,14
wrong side of the tracks,14
Yesterday is gone,14
yield up the ghost,14
you ain't seen nothing yet,14
y'all,14
you alright?,14
you and whose army,14
you are what you eat,14
"You ask me, I ask who",14
you beauty,14
"you break it, you buy it",14
"you buy cheap, you get cheap",14
you call this,14
you can say that again,14
you can't be half pregnant,14
You can't catch old birds with chaff,14
you can't fight City Hall,14
you can't fix stupid,14
you can't go home again,14
you can't make this stuff up,14
you can't outrun your fork,14
you can't polish a turd,14
"yes, and",14
"yes, Virginia",14
yes to death,14
yellow brick road,14
wrong side out,14
y'all means all,14
yada yada yada,14
yank someone's chain,14
yardarm it,14
ye olde,14
the year dot,14
"year in, year out",14
yell silently,14
yellow fever,14
yes and no,14
yellow flag,14
yellow grease,14
yellow journalism,14
yellow journalist,14
yellow light,14
yellow press,14
yellow state,14
yeoman's service,14
yes and amen,14
who are you,14
white-knuckle ride,14
walk alone,14
wear thin,14
weasel into,14
weasel out,14
weather the storm,14
weather vane,14
wedding bells,14
weed out,14
"week in, week out",14
weep Irish,14
weeping and wailing and gnashing of teeth,14
weigh a ton,14
weigh against,14
weigh down,14
weigh in,14
weigh on,14
weigh one's words,14
weigh up,14
weight of the world,14
"weird flex, but OK",14
welcome back,14
welcome home,14
welcome mat,14
wear too many hats,14
wear the trousers,14
way back when,14
wear sackcloth and ashes,14
way out,14
couldn't find his/her way out of a paper bag,14
way station,14
we all bleed red,14
we all make mistakes,14
we are where we are,14
we don't talk about Bruno,14
we have company,14
we haven't got all day,14
we live in a society,14
we wuz kangz,14
weak sister,14
weak tea,14
the weaker vessel,14
weakest link,14
weapons free,14
weapons hold,14
weapons tight,14
wear one's heart on one's sleeve,14
wear out one's welcome,14
wear rose-colored glasses,14
welcome to my world,14
welfare Cadillac,14
well and good,14
well and truly,14
what am I looking at,14
what are the odds,14
what are you doing,14
what are you looking at,14
what are you smoking,14
what are you waiting for,14
What can I do you for?,14
what can I say,14
what can you do,14
what color is your Bugatti,14
what colour is your Bugatti,14
what date is it today,14
what day is it today,14
what did your last slave die of,14
what do I know,14
what do you do,14
what do you do for a living,14
what do you know,14
what do you mean,14
what do you say,14
what do you want?,14
what am I bid,14
what a shame,14
what a pity,14
wet firecracker,14
Well begun is half done,14
well done,14
well played,14
well up,14
well-oiled machine,14
were you born in a tent,14
wet behind the ears,14
wet boy,14
wet dream,14
wet job,14
what a lovely day,14
wet one's beak,14
wet one's pants,14
wet one's whistle,14
wet the baby's head,14
wet the bed,14
wet the shamrock,14
whack one out,14
whack up,14
"wham, bam, thank you ma'am",14
way of thinking,14
wax the dolphin,14
white whale,14
walk the talk,14
walk someone through,14
wall of silence,14
wall off,14
walled garden,14
wallow in the mire,14
walls have ears,14
wanker's cramp,14
want for nothing,14
want must be one's master,14
want someone's nachos,14
want to,14
want to bet,14
want to know,14
wanted list,14
wanton kittens make sober cats,14
war bride,14
war dog,14
war hawk,14
war is hell,14
war of attrition,14
war of nerves,14
walk the walk,14
walk the plank,14
wave through,14
walk the line,14
walk away,14
walk away from,14
walk free,14
walk good,14
walk in on,14
walk in the park,14
walk in the snow,14
walk of life,14
walk off with,14
walk on,14
walk on broken glass,14
walk on eggshells,14
walking on sunshine,14
walk on the wild side,14
walk on water,14
walk one's chalks,14
walk over,14
walk the beat,14
walk the chalk,14
walk the dog,14
walk the floor,14
war of words,14
war zone,14
warm body,14
warm over,14
watch one's step,14
watch out,14
watch over,14
watch the world burn,14
watch the world go by,14
watch this space,14
water carrier,14
water cooler,14
water down,14
water haul,14
water is wet,14
water of life,14
water seeks its own level,14
water to someone's mill,14
watering hole,14
watery grave,14
wave aside,14
wave away,14
wave goodbye,14
wave of the hand,14
wave the white flag,14
watch one's mouth,14
watch one's language,14
watch one's back,14
wash away,14
warm regards,14
warm the cockles of someone's heart,14
warm up,14
warmest regards,14
warning bell,14
warning shot,14
warning sign,14
warts and all,14
wash a blackamoor white,14
wash one's hands,14
watch it,14
wash one's mouth out,14
wash oneself of,14
wash out,14
washed out,14
waste away,14
waste one's breath,14
"waste not, want not",14
waste of breath,14
waste of space,14
"What, do you want blood?",14
"what does it all mean, Basil",14
what does ... mean,14
when two Sundays come together,14
"when you're hot, you're hot",14
where I come from,14
Where are the snows of yesteryear?,14
where are we,14
where are we going,14
where are you,14
where are you from,14
where away,14
where can I find a hotel,14
Where do I sign up,14
Where do you live?,14
where do you work,14
Where does it hurt?,14
Where does this bus go?,14
where does this train go,14
where got,14
where have you been,14
where is the toilet,14
where someone is coming from,14
where the puck is heading,14
where the shoe pinches,14
when two Sundays meet,14
"When they go low, we go lower",14
What doesn't kill you makes you stronger,14
"When they go low, we go high",14
whatever the case may be,14
whatever you do,14
wheel away,14
wheel out,14
wheel within a wheel,14
the wheels are turning,14
when Adam was an oakum boy,14
when Hell freezes over,14
when all is said and done,14
"when in Rome, do as the Romans do",14
"when in doubt, do nowt",14
when it comes to,14
"when it rains, it pours",14
when he's at home,14
"when life gives you lemons, make lemonade",14
"when one door closes, another opens",14
when opportunity knocks,14
when push comes to shove,14
when the balloon goes up,14
when the chips are down,14
"when the looting starts, the shooting starts",14
where the sun don't shine,14
where there's muck there's brass,14
where there is no sense there is no feeling,14
"where there's smoke, there's fire",14
whistle in the dark,14
whistle into the wind,14
whistle past the graveyard,14
whistle walk,14
white chip,14
white coat hypertension,14
white elephant,14
white heat,14
white lie,14
white lives matter,14
white magic,14
white marriage,14
white noise,14
like white on rice,14
white pee,14
white picket fence,14
white rabbit,14
white rider,14
white smoke,14
white trashery,14
white water,14
whistle for,14
whistle Dixie,14
whiskey dick,14
"while the grass grows, the steed starves",14
Where you at,14
where's the beef,14
Where's the fire?,14
where's the lie,14
"Wherever you go, there you are",14
which foot the shoe is on,14
which is which,14
which line goes to,14
which way the wind is blowing,14
while we're young,14
whisk off,14
while you're down there,14
whip hand,14
whip in line,14
whip into shape,14
whip the cat,14
whip through,14
whip up a storm,14
whips and jingles,14
whisk away,14
whatever it takes,14
whatever helps you sleep at night,14
"whatever happens, happens",14
what was someone thinking,14
what seems to be the problem,14
what should I do,14
what someone is about,14
What he (or she/they) said,14
what someone says goes,14
what the crap,14
what the deuce,14
what the doctor ordered,14
what the fish,14
what the flip,14
what the flying fuck,14
what the fuck,14
what the heck,14
what the hell,14
what the hey,14
what the shit,14
what the what,14
what though,14
what time do you make it,14
what time have you got,14
what time is it,14
what say you,14
what o'clock is it,14
what now,14
what is his name,14
what else is new,14
give (someone) what for,14
what gives,14
what goes up must come down,14
what happens on tour stays on tour,14
"What happens twice, happens thrice",14
what has been seen cannot be unseen,14
what in time,14
what is her name,14
what's more,14
what not,14
what is the Wi-Fi password,14
what is your name,14
what is your problem,14
what it is,14
what it takes,14
what kind of music do you like,14
what languages do you speak,14
what next?,14
what nonsense,14
What was someone smoking?,14
What was that?,14
whatever floats your boat,14
what was your first clue,14
what's the big idea,14
what's the craic,14
what's the damage,14
what's the deal,14
what's the difference,14
what's the good of,14
what's the haps,14
what's the matter,14
what's the scam,14
what's the use,14
what's up,14
"What's up, Doc?",14
what's up with,14
what's what,14
what's with,14
what's your job,14
What's your phone number?,14
what's your poison,14
what's yours,14
"what, me worry?",14
whatcha know good,14
what's the bet,14
what's the beef,14
what's that,14
what's good,14
what wins on Sunday sells on Monday,14
what with,14
What would Jesus do?,14
what would you like,14
what you don't know can't hurt you,14
what you see is what you get,14
what's doing,14
what's done is done,14
what's eating (someone),14
what's in a name,14
what's someone's damage,14
what's in it for me,14
what's in the bag,14
what's it to you,14
what's new,14
what's not to like,14
what's not to love,14
what's occurring,14
what's on your mind,14
what's one's angle,14
there is no honor among thieves,14
there is no Planet B,14
there is an exception to every rule,14
someone's jaw dropped,14
someone's number is up,14
something awful,14
something is better than nothing,14
something is up,14
something like,14
something tells (someone),14
there is something to it,14
sometimes a cigar is just a cigar,14
somewhere along the line,14
to have one's head somewhere else,14
somewhere over the rainbow,14
son of Adam,14
son of the morning,14
sore boob means more boob,14
sore point,14
sorry I'm late,14
"sorry, not sorry",14
sort oneself out,14
sound asleep,14
sounds about white,14
sounds like a plan,14
someone's luck is in,14
someone's heart is in (something),14
social death,14
someone's heart goes out (to someone),14
social lubricant,14
sod off,14
soft kill,14
soft-shoe,14
soft spot,14
soft touch,14
soft underbelly,14
soften someone's cough,14
soften the blow,14
soften the ground,14
soften up,14
"softly, softly, catchee monkey",14
solo run,14
some mothers do have them,14
some people have all the luck,14
some pumpkins,14
some rights reserved,14
somebody's in here,14
someone's cup of tea,14
someone's goose is cooked,14
someone's headlights are on,14
soup sandwich,14
soup up,14
soup's on,14
a sour note,14
speak now or forever hold your peace,14
speak of the devil,14
speak one's mind,14
speak out,14
speak softly and carry a big stick,14
speak someone's language,14
speak to,14
speak up,14
speak with a forked tongue,14
spear carrier,14
special delivery,14
special military operation,14
special needs,14
special relationship,14
special treatment,14
specialty crop,14
spectator sport,14
"Speech is silver, silence is golden",14
speed bump,14
speed of light,14
speed up,14
speak for oneself,14
speak for,14
sparks fly,14
